image_path,label,label_encoded
dataset\healthy\0007_0223.JPG,healthy,0
dataset\unhealthy\0020_0028.JPG,unhealthy,1
dataset\unhealthy\0018_0023.JPG,unhealthy,1
dataset\healthy\0003_0028.JPG,healthy,0
dataset\healthy\0006_0045.JPG,healthy,0
dataset\healthy\0004_0003.JPG,healthy,0
dataset\healthy\0007_0041.JPG,healthy,0
dataset\healthy\0007_0305.JPG,healthy,0
dataset\healthy\0003_0153.JPG,healthy,0
dataset\healthy\0002_0087.JPG,healthy,0
dataset\unhealthy\0015_0068.JPG,unhealthy,1
dataset\healthy\0004_0162.JPG,healthy,0
dataset\unhealthy\0014_0104.JPG,unhealthy,1
dataset\unhealthy\0020_0036.JPG,unhealthy,1
dataset\healthy\0007_0097.JPG,healthy,0
dataset\unhealthy\0020_0228.JPG,unhealthy,1
dataset\healthy\0002_0217.JPG,healthy,0
dataset\healthy\0009_0137.JPG,healthy,0
dataset\healthy\0007_0079.JPG,healthy,0
dataset\healthy\0005_0107.JPG,healthy,0
dataset\healthy\0009_0081.JPG,healthy,0
dataset\healthy\0004_0182.JPG,healthy,0
dataset\healthy\0004_0105.JPG,healthy,0
dataset\healthy\0010_0025.JPG,healthy,0
dataset\healthy\0010_0130.JPG,healthy,0
dataset\unhealthy\0019_0062.JPG,unhealthy,1
dataset\unhealthy\0014_0238.JPG,unhealthy,1
dataset\unhealthy\0014_0045.JPG,unhealthy,1
dataset\healthy\0002_0191.JPG,healthy,0
dataset\healthy\0010_0064.JPG,healthy,0
dataset\unhealthy\0019_0021.JPG,unhealthy,1
dataset\healthy\0004_0177.JPG,healthy,0
dataset\unhealthy\0020_0030.JPG,unhealthy,1
dataset\unhealthy\0017_0164.JPG,unhealthy,1
dataset\unhealthy\0014_0197.JPG,unhealthy,1
dataset\healthy\0009_0278.JPG,healthy,0
dataset\unhealthy\0012_0256.JPG,unhealthy,1
dataset\healthy\0010_0156.JPG,healthy,0
dataset\healthy\0006_0018.JPG,healthy,0
dataset\healthy\0005_0037.JPG,healthy,0
dataset\healthy\0011_0095.JPG,healthy,0
dataset\healthy\0003_0147.JPG,healthy,0
dataset\healthy\0009_0034.JPG,healthy,0
dataset\unhealthy\0017_0253.JPG,unhealthy,1
dataset\unhealthy\0015_0077.JPG,unhealthy,1
dataset\unhealthy\0022_0104.JPG,unhealthy,1
dataset\healthy\0010_0140.JPG,healthy,0
dataset\healthy\0003_0132.JPG,healthy,0
dataset\unhealthy\0017_0252.JPG,unhealthy,1
dataset\unhealthy\0014_0105.JPG,unhealthy,1
dataset\healthy\0010_0095.JPG,healthy,0
dataset\healthy\0006_0050.JPG,healthy,0
dataset\healthy\0007_0277.JPG,healthy,0
dataset\unhealthy\0020_0188.JPG,unhealthy,1
dataset\healthy\0009_0237.JPG,healthy,0
dataset\healthy\0002_0113.JPG,healthy,0
dataset\unhealthy\0014_0193.JPG,unhealthy,1
dataset\unhealthy\0019_0276.JPG,unhealthy,1
dataset\healthy\0003_0101.JPG,healthy,0
dataset\healthy\0005_0070.JPG,healthy,0
dataset\unhealthy\0021_0057.JPG,unhealthy,1
dataset\unhealthy\0019_0192.JPG,unhealthy,1
dataset\unhealthy\0014_0123.JPG,unhealthy,1
dataset\healthy\0001_0071.JPG,healthy,0
dataset\healthy\0007_0242.JPG,healthy,0
dataset\healthy\0007_0224.JPG,healthy,0
dataset\unhealthy\0017_0280.JPG,unhealthy,1
dataset\unhealthy\0017_0067.JPG,unhealthy,1
dataset\unhealthy\0014_0097.JPG,unhealthy,1
dataset\healthy\0002_0213.JPG,healthy,0
dataset\unhealthy\0014_0128.JPG,unhealthy,1
dataset\healthy\0011_0059.JPG,healthy,0
dataset\unhealthy\0019_0088.JPG,unhealthy,1
dataset\healthy\0005_0072.JPG,healthy,0
dataset\unhealthy\0018_0012.JPG,unhealthy,1
dataset\healthy\0005_0199.JPG,healthy,0
dataset\healthy\0005_0134.JPG,healthy,0
dataset\unhealthy\0019_0072.JPG,unhealthy,1
dataset\healthy\0007_0092.JPG,healthy,0
dataset\unhealthy\0017_0013.JPG,unhealthy,1
dataset\healthy\0010_0062.JPG,healthy,0
dataset\unhealthy\0017_0231.JPG,unhealthy,1
dataset\unhealthy\0019_0262.JPG,unhealthy,1
dataset\unhealthy\0012_0221.JPG,unhealthy,1
dataset\unhealthy\0012_0078.JPG,unhealthy,1
dataset\healthy\0002_0126.JPG,healthy,0
dataset\healthy\0007_0011.JPG,healthy,0
dataset\healthy\0007_0128.JPG,healthy,0
dataset\unhealthy\0017_0138.JPG,unhealthy,1
dataset\unhealthy\0022_0092.JPG,unhealthy,1
dataset\healthy\0005_0198.JPG,healthy,0
dataset\healthy\0002_0147.JPG,healthy,0
dataset\healthy\0010_0048.JPG,healthy,0
dataset\unhealthy\0019_0097.JPG,unhealthy,1
dataset\unhealthy\0012_0104.JPG,unhealthy,1
dataset\healthy\0005_0151.JPG,healthy,0
dataset\healthy\0003_0109.JPG,healthy,0
dataset\healthy\0005_0056.JPG,healthy,0
dataset\healthy\0002_0151.JPG,healthy,0
dataset\unhealthy\0017_0094.JPG,unhealthy,1
dataset\healthy\0007_0175.JPG,healthy,0
dataset\healthy\0011_0076.JPG,healthy,0
dataset\unhealthy\0020_0175.JPG,unhealthy,1
dataset\healthy\0010_0081.JPG,healthy,0
dataset\unhealthy\0020_0106.JPG,unhealthy,1
dataset\unhealthy\0022_0008.JPG,unhealthy,1
dataset\unhealthy\0019_0092.JPG,unhealthy,1
dataset\unhealthy\0019_0046.JPG,unhealthy,1
dataset\healthy\0001_0160.JPG,healthy,0
dataset\healthy\0009_0253.JPG,healthy,0
dataset\healthy\0004_0015.JPG,healthy,0
dataset\healthy\0002_0079.JPG,healthy,0
dataset\healthy\0003_0035.JPG,healthy,0
dataset\healthy\0002_0068.JPG,healthy,0
dataset\unhealthy\0021_0066.JPG,unhealthy,1
dataset\healthy\0003_0049.JPG,healthy,0
dataset\healthy\0004_0041.JPG,healthy,0
dataset\unhealthy\0014_0248.JPG,unhealthy,1
dataset\healthy\0003_0158.JPG,healthy,0
dataset\healthy\0002_0080.JPG,healthy,0
dataset\unhealthy\0014_0111.JPG,unhealthy,1
dataset\healthy\0003_0081.JPG,healthy,0
dataset\unhealthy\0014_0174.JPG,unhealthy,1
dataset\healthy\0004_0154.JPG,healthy,0
dataset\healthy\0005_0261.JPG,healthy,0
dataset\unhealthy\0019_0221.JPG,unhealthy,1
dataset\healthy\0006_0013.JPG,healthy,0
dataset\healthy\0005_0253.JPG,healthy,0
dataset\healthy\0007_0158.JPG,healthy,0
dataset\unhealthy\0020_0152.JPG,unhealthy,1
dataset\healthy\0002_0096.JPG,healthy,0
dataset\unhealthy\0020_0116.JPG,unhealthy,1
dataset\unhealthy\0017_0307.JPG,unhealthy,1
dataset\unhealthy\0020_0008.JPG,unhealthy,1
dataset\unhealthy\0020_0140.JPG,unhealthy,1
dataset\unhealthy\0014_0201.JPG,unhealthy,1
dataset\healthy\0009_0146.JPG,healthy,0
dataset\unhealthy\0022_0004.JPG,unhealthy,1
dataset\healthy\0002_0051.JPG,healthy,0
dataset\healthy\0004_0087.JPG,healthy,0
dataset\healthy\0009_0012.JPG,healthy,0
dataset\unhealthy\0020_0119.JPG,unhealthy,1
dataset\healthy\0009_0120.JPG,healthy,0
dataset\healthy\0007_0171.JPG,healthy,0
dataset\healthy\0001_0014.JPG,healthy,0
dataset\unhealthy\0014_0253.JPG,unhealthy,1
dataset\healthy\0007_0295.JPG,healthy,0
dataset\unhealthy\0019_0035.JPG,unhealthy,1
dataset\healthy\0009_0226.JPG,healthy,0
dataset\healthy\0011_0063.JPG,healthy,0
dataset\healthy\0005_0157.JPG,healthy,0
dataset\healthy\0004_0166.JPG,healthy,0
dataset\unhealthy\0017_0257.JPG,unhealthy,1
dataset\healthy\0003_0030.JPG,healthy,0
dataset\healthy\0005_0234.JPG,healthy,0
dataset\healthy\0009_0200.JPG,healthy,0
dataset\healthy\0002_0188.JPG,healthy,0
dataset\unhealthy\0020_0222.JPG,unhealthy,1
dataset\healthy\0005_0067.JPG,healthy,0
dataset\healthy\0002_0218.JPG,healthy,0
dataset\healthy\0004_0030.JPG,healthy,0
dataset\healthy\0005_0269.JPG,healthy,0
dataset\unhealthy\0019_0032.JPG,unhealthy,1
dataset\healthy\0009_0244.JPG,healthy,0
dataset\healthy\0010_0090.JPG,healthy,0
dataset\unhealthy\0019_0083.JPG,unhealthy,1
dataset\healthy\0004_0056.JPG,healthy,0
dataset\unhealthy\0022_0022.JPG,unhealthy,1
dataset\unhealthy\0019_0250.JPG,unhealthy,1
dataset\healthy\0005_0145.JPG,healthy,0
dataset\healthy\0001_0169.JPG,healthy,0
dataset\healthy\0004_0120.JPG,healthy,0
dataset\unhealthy\0018_0033.JPG,unhealthy,1
dataset\unhealthy\0019_0176.JPG,unhealthy,1
dataset\healthy\0010_0050.JPG,healthy,0
dataset\unhealthy\0017_0114.JPG,unhealthy,1
dataset\healthy\0007_0301.JPG,healthy,0
dataset\healthy\0009_0088.JPG,healthy,0
dataset\healthy\0005_0195.JPG,healthy,0
dataset\healthy\0009_0167.JPG,healthy,0
dataset\healthy\0010_0053.JPG,healthy,0
dataset\healthy\0007_0284.JPG,healthy,0
dataset\healthy\0009_0072.JPG,healthy,0
dataset\unhealthy\0021_0054.JPG,unhealthy,1
dataset\healthy\0004_0218.JPG,healthy,0
dataset\healthy\0001_0078.JPG,healthy,0
dataset\unhealthy\0012_0178.JPG,unhealthy,1
dataset\healthy\0006_0049.JPG,healthy,0
dataset\healthy\0004_0276.JPG,healthy,0
dataset\healthy\0002_0136.JPG,healthy,0
dataset\healthy\0002_0183.JPG,healthy,0
dataset\healthy\0005_0265.JPG,healthy,0
dataset\healthy\0007_0160.JPG,healthy,0
dataset\healthy\0007_0302.JPG,healthy,0
dataset\healthy\0011_0014.JPG,healthy,0
dataset\healthy\0001_0092.JPG,healthy,0
dataset\unhealthy\0017_0030.JPG,unhealthy,1
dataset\healthy\0006_0110.JPG,healthy,0
dataset\healthy\0003_0150.JPG,healthy,0
dataset\unhealthy\0020_0205.JPG,unhealthy,1
dataset\unhealthy\0020_0049.JPG,unhealthy,1
dataset\healthy\0009_0009.JPG,healthy,0
dataset\unhealthy\0014_0011.JPG,unhealthy,1
dataset\unhealthy\0022_0053.JPG,unhealthy,1
dataset\unhealthy\0019_0013.JPG,unhealthy,1
dataset\healthy\0010_0114.JPG,healthy,0
dataset\healthy\0009_0090.JPG,healthy,0
dataset\unhealthy\0020_0237.JPG,unhealthy,1
dataset\healthy\0001_0024.JPG,healthy,0
dataset\unhealthy\0020_0048.JPG,unhealthy,1
dataset\healthy\0005_0117.JPG,healthy,0
dataset\healthy\0007_0227.JPG,healthy,0
dataset\healthy\0001_0154.JPG,healthy,0
dataset\healthy\0001_0058.JPG,healthy,0
dataset\healthy\0003_0012.JPG,healthy,0
dataset\healthy\0007_0146.JPG,healthy,0
dataset\healthy\0004_0045.JPG,healthy,0
dataset\unhealthy\0012_0209.JPG,unhealthy,1
dataset\unhealthy\0017_0044.JPG,unhealthy,1
dataset\healthy\0007_0035.JPG,healthy,0
dataset\unhealthy\0019_0222.JPG,unhealthy,1
dataset\unhealthy\0014_0124.JPG,unhealthy,1
dataset\healthy\0002_0111.JPG,healthy,0
dataset\healthy\0007_0247.JPG,healthy,0
dataset\unhealthy\0017_0151.JPG,unhealthy,1
dataset\healthy\0009_0163.JPG,healthy,0
dataset\unhealthy\0014_0212.JPG,unhealthy,1
dataset\unhealthy\0020_0099.JPG,unhealthy,1
dataset\healthy\0004_0220.JPG,healthy,0
dataset\unhealthy\0019_0243.JPG,unhealthy,1
dataset\healthy\0007_0188.JPG,healthy,0
dataset\unhealthy\0017_0136.JPG,unhealthy,1
dataset\unhealthy\0012_0246.JPG,unhealthy,1
dataset\unhealthy\0014_0062.JPG,unhealthy,1
dataset\healthy\0001_0120.JPG,healthy,0
dataset\healthy\0009_0112.JPG,healthy,0
dataset\healthy\0007_0036.JPG,healthy,0
dataset\healthy\0005_0020.JPG,healthy,0
dataset\healthy\0006_0061.JPG,healthy,0
dataset\healthy\0010_0008.JPG,healthy,0
dataset\healthy\0003_0178.JPG,healthy,0
dataset\unhealthy\0014_0164.JPG,unhealthy,1
dataset\healthy\0009_0030.JPG,healthy,0
dataset\unhealthy\0014_0140.JPG,unhealthy,1
dataset\unhealthy\0017_0268.JPG,unhealthy,1
dataset\healthy\0005_0002.JPG,healthy,0
dataset\unhealthy\0017_0187.JPG,unhealthy,1
dataset\unhealthy\0014_0031.JPG,unhealthy,1
dataset\unhealthy\0020_0127.JPG,unhealthy,1
dataset\healthy\0009_0039.JPG,healthy,0
dataset\healthy\0007_0133.JPG,healthy,0
dataset\healthy\0010_0106.JPG,healthy,0
dataset\healthy\0005_0156.JPG,healthy,0
dataset\healthy\0004_0037.JPG,healthy,0
dataset\healthy\0011_0003.JPG,healthy,0
dataset\healthy\0011_0013.JPG,healthy,0
dataset\healthy\0005_0202.JPG,healthy,0
dataset\unhealthy\0012_0107.JPG,unhealthy,1
dataset\unhealthy\0019_0227.JPG,unhealthy,1
dataset\healthy\0004_0020.JPG,healthy,0
dataset\unhealthy\0014_0009.JPG,unhealthy,1
dataset\healthy\0009_0087.JPG,healthy,0
dataset\healthy\0007_0271.JPG,healthy,0
dataset\healthy\0006_0057.JPG,healthy,0
dataset\unhealthy\0020_0019.JPG,unhealthy,1
dataset\unhealthy\0014_0145.JPG,unhealthy,1
dataset\healthy\0002_0159.JPG,healthy,0
dataset\unhealthy\0017_0069.JPG,unhealthy,1
dataset\healthy\0005_0105.JPG,healthy,0
dataset\healthy\0005_0017.JPG,healthy,0
dataset\unhealthy\0021_0067.JPG,unhealthy,1
dataset\healthy\0002_0063.JPG,healthy,0
dataset\healthy\0007_0195.JPG,healthy,0
dataset\unhealthy\0014_0196.JPG,unhealthy,1
dataset\healthy\0011_0007.JPG,healthy,0
dataset\unhealthy\0019_0150.JPG,unhealthy,1
dataset\healthy\0009_0049.JPG,healthy,0
dataset\healthy\0002_0089.JPG,healthy,0
dataset\healthy\0005_0023.JPG,healthy,0
dataset\healthy\0005_0112.JPG,healthy,0
dataset\unhealthy\0020_0111.JPG,unhealthy,1
dataset\unhealthy\0021_0030.JPG,unhealthy,1
dataset\healthy\0011_0082.JPG,healthy,0
dataset\healthy\0006_0080.JPG,healthy,0
dataset\healthy\0007_0214.JPG,healthy,0
dataset\unhealthy\0012_0230.JPG,unhealthy,1
dataset\unhealthy\0015_0061.JPG,unhealthy,1
dataset\unhealthy\0017_0285.JPG,unhealthy,1
dataset\healthy\0009_0101.JPG,healthy,0
dataset\unhealthy\0019_0029.JPG,unhealthy,1
dataset\healthy\0009_0249.JPG,healthy,0
dataset\healthy\0009_0160.JPG,healthy,0
dataset\unhealthy\0014_0130.JPG,unhealthy,1
dataset\unhealthy\0018_0039.JPG,unhealthy,1
dataset\healthy\0001_0112.JPG,healthy,0
dataset\unhealthy\0017_0273.JPG,unhealthy,1
dataset\unhealthy\0019_0231.JPG,unhealthy,1
dataset\unhealthy\0021_0061.JPG,unhealthy,1
dataset\healthy\0011_0024.JPG,healthy,0
dataset\healthy\0005_0124.JPG,healthy,0
dataset\unhealthy\0017_0189.JPG,unhealthy,1
dataset\healthy\0006_0035.JPG,healthy,0
dataset\unhealthy\0019_0139.JPG,unhealthy,1
dataset\unhealthy\0017_0214.JPG,unhealthy,1
dataset\healthy\0004_0042.JPG,healthy,0
dataset\healthy\0004_0265.JPG,healthy,0
dataset\healthy\0001_0041.JPG,healthy,0
dataset\healthy\0002_0196.JPG,healthy,0
dataset\unhealthy\0012_0185.JPG,unhealthy,1
dataset\unhealthy\0020_0187.JPG,unhealthy,1
dataset\healthy\0007_0013.JPG,healthy,0
dataset\unhealthy\0022_0061.JPG,unhealthy,1
dataset\healthy\0006_0002.JPG,healthy,0
dataset\healthy\0001_0149.JPG,healthy,0
dataset\unhealthy\0017_0028.JPG,unhealthy,1
dataset\healthy\0007_0200.JPG,healthy,0
dataset\healthy\0002_0199.JPG,healthy,0
dataset\unhealthy\0015_0013.JPG,unhealthy,1
dataset\healthy\0007_0217.JPG,healthy,0
dataset\unhealthy\0022_0011.JPG,unhealthy,1
dataset\unhealthy\0019_0190.JPG,unhealthy,1
dataset\unhealthy\0012_0235.JPG,unhealthy,1
dataset\healthy\0002_0130.JPG,healthy,0
dataset\healthy\0011_0102.JPG,healthy,0
dataset\unhealthy\0014_0040.JPG,unhealthy,1
dataset\healthy\0009_0169.JPG,healthy,0
dataset\unhealthy\0019_0042.JPG,unhealthy,1
dataset\unhealthy\0020_0108.JPG,unhealthy,1
dataset\unhealthy\0018_0104.JPG,unhealthy,1
dataset\unhealthy\0015_0003.JPG,unhealthy,1
dataset\healthy\0002_0179.JPG,healthy,0
dataset\unhealthy\0015_0010.JPG,unhealthy,1
dataset\healthy\0005_0103.JPG,healthy,0
dataset\unhealthy\0018_0093.JPG,unhealthy,1
dataset\healthy\0009_0214.JPG,healthy,0
dataset\unhealthy\0019_0218.JPG,unhealthy,1
dataset\healthy\0006_0121.JPG,healthy,0
dataset\healthy\0005_0212.JPG,healthy,0
dataset\unhealthy\0012_0070.JPG,unhealthy,1
dataset\unhealthy\0022_0101.JPG,unhealthy,1
dataset\unhealthy\0015_0076.JPG,unhealthy,1
dataset\unhealthy\0014_0213.JPG,unhealthy,1
dataset\healthy\0007_0048.JPG,healthy,0
dataset\unhealthy\0012_0075.JPG,unhealthy,1
dataset\healthy\0007_0006.JPG,healthy,0
dataset\healthy\0011_0065.JPG,healthy,0
dataset\healthy\0005_0191.JPG,healthy,0
dataset\unhealthy\0014_0219.JPG,unhealthy,1
dataset\healthy\0002_0157.JPG,healthy,0
dataset\healthy\0002_0205.JPG,healthy,0
dataset\unhealthy\0012_0222.JPG,unhealthy,1
dataset\healthy\0005_0001.JPG,healthy,0
dataset\unhealthy\0018_0080.JPG,unhealthy,1
dataset\healthy\0007_0051.JPG,healthy,0
dataset\unhealthy\0015_0121.JPG,unhealthy,1
dataset\healthy\0004_0260.JPG,healthy,0
dataset\healthy\0005_0062.JPG,healthy,0
dataset\healthy\0009_0188.JPG,healthy,0
dataset\unhealthy\0017_0022.JPG,unhealthy,1
dataset\healthy\0001_0037.JPG,healthy,0
dataset\unhealthy\0012_0144.JPG,unhealthy,1
dataset\unhealthy\0014_0207.JPG,unhealthy,1
dataset\healthy\0003_0155.JPG,healthy,0
dataset\healthy\0005_0133.JPG,healthy,0
dataset\healthy\0009_0260.JPG,healthy,0
dataset\healthy\0006_0105.JPG,healthy,0
dataset\healthy\0005_0029.JPG,healthy,0
dataset\healthy\0002_0203.JPG,healthy,0
dataset\healthy\0005_0034.JPG,healthy,0
dataset\unhealthy\0018_0118.JPG,unhealthy,1
dataset\unhealthy\0019_0059.JPG,unhealthy,1
dataset\unhealthy\0014_0008.JPG,unhealthy,1
dataset\healthy\0007_0067.JPG,healthy,0
dataset\unhealthy\0012_0126.JPG,unhealthy,1
dataset\healthy\0010_0054.JPG,healthy,0
dataset\healthy\0001_0064.JPG,healthy,0
dataset\unhealthy\0017_0005.JPG,unhealthy,1
dataset\unhealthy\0020_0071.JPG,unhealthy,1
dataset\unhealthy\0018_0092.JPG,unhealthy,1
dataset\healthy\0009_0195.JPG,healthy,0
dataset\unhealthy\0020_0153.JPG,unhealthy,1
dataset\healthy\0007_0063.JPG,healthy,0
dataset\healthy\0007_0180.JPG,healthy,0
dataset\unhealthy\0014_0215.JPG,unhealthy,1
dataset\unhealthy\0017_0170.JPG,unhealthy,1
dataset\unhealthy\0015_0086.JPG,unhealthy,1
dataset\healthy\0010_0155.JPG,healthy,0
dataset\healthy\0007_0298.JPG,healthy,0
dataset\healthy\0002_0146.JPG,healthy,0
dataset\healthy\0002_0006.JPG,healthy,0
dataset\unhealthy\0020_0042.JPG,unhealthy,1
dataset\unhealthy\0014_0028.JPG,unhealthy,1
dataset\healthy\0009_0123.JPG,healthy,0
dataset\unhealthy\0021_0019.JPG,unhealthy,1
dataset\unhealthy\0015_0022.JPG,unhealthy,1
dataset\unhealthy\0012_0037.JPG,unhealthy,1
dataset\healthy\0006_0025.JPG,healthy,0
dataset\healthy\0009_0061.JPG,healthy,0
dataset\unhealthy\0019_0007.JPG,unhealthy,1
dataset\healthy\0005_0235.JPG,healthy,0
dataset\healthy\0006_0120.JPG,healthy,0
dataset\healthy\0006_0051.JPG,healthy,0
dataset\healthy\0007_0300.JPG,healthy,0
dataset\unhealthy\0017_0297.JPG,unhealthy,1
dataset\healthy\0003_0145.JPG,healthy,0
dataset\unhealthy\0017_0173.JPG,unhealthy,1
dataset\healthy\0005_0012.JPG,healthy,0
dataset\unhealthy\0019_0015.JPG,unhealthy,1
dataset\unhealthy\0022_0113.JPG,unhealthy,1
dataset\unhealthy\0012_0047.JPG,unhealthy,1
dataset\healthy\0007_0017.JPG,healthy,0
dataset\healthy\0009_0210.JPG,healthy,0
dataset\healthy\0011_0096.JPG,healthy,0
dataset\healthy\0003_0056.JPG,healthy,0
dataset\unhealthy\0017_0064.JPG,unhealthy,1
dataset\unhealthy\0018_0077.JPG,unhealthy,1
dataset\unhealthy\0020_0221.JPG,unhealthy,1
dataset\healthy\0002_0125.JPG,healthy,0
dataset\healthy\0009_0186.JPG,healthy,0
dataset\unhealthy\0017_0068.JPG,unhealthy,1
dataset\unhealthy\0020_0091.JPG,unhealthy,1
dataset\healthy\0009_0173.JPG,healthy,0
dataset\healthy\0005_0119.JPG,healthy,0
dataset\healthy\0009_0124.JPG,healthy,0
dataset\healthy\0006_0128.JPG,healthy,0
dataset\healthy\0004_0215.JPG,healthy,0
dataset\unhealthy\0019_0146.JPG,unhealthy,1
dataset\unhealthy\0019_0163.JPG,unhealthy,1
dataset\unhealthy\0015_0116.JPG,unhealthy,1
dataset\unhealthy\0012_0176.JPG,unhealthy,1
dataset\healthy\0001_0060.JPG,healthy,0
dataset\unhealthy\0017_0312.JPG,unhealthy,1
dataset\unhealthy\0019_0136.JPG,unhealthy,1
dataset\unhealthy\0017_0134.JPG,unhealthy,1
dataset\unhealthy\0012_0093.JPG,unhealthy,1
dataset\unhealthy\0015_0124.JPG,unhealthy,1
dataset\unhealthy\0012_0097.JPG,unhealthy,1
dataset\unhealthy\0017_0143.JPG,unhealthy,1
dataset\unhealthy\0020_0143.JPG,unhealthy,1
dataset\healthy\0007_0276.JPG,healthy,0
dataset\healthy\0004_0075.JPG,healthy,0
dataset\healthy\0009_0181.JPG,healthy,0
dataset\unhealthy\0015_0006.JPG,unhealthy,1
dataset\healthy\0005_0274.JPG,healthy,0
dataset\unhealthy\0018_0062.JPG,unhealthy,1
dataset\unhealthy\0017_0051.JPG,unhealthy,1
dataset\unhealthy\0021_0041.JPG,unhealthy,1
dataset\healthy\0009_0149.JPG,healthy,0
dataset\unhealthy\0012_0216.JPG,unhealthy,1
dataset\healthy\0003_0124.JPG,healthy,0
dataset\unhealthy\0017_0073.JPG,unhealthy,1
dataset\healthy\0003_0143.JPG,healthy,0
dataset\healthy\0001_0124.JPG,healthy,0
dataset\healthy\0003_0114.JPG,healthy,0
dataset\healthy\0001_0134.JPG,healthy,0
dataset\healthy\0007_0094.JPG,healthy,0
dataset\unhealthy\0015_0028.JPG,unhealthy,1
dataset\healthy\0006_0067.JPG,healthy,0
dataset\healthy\0009_0211.JPG,healthy,0
dataset\healthy\0009_0086.JPG,healthy,0
dataset\unhealthy\0019_0207.JPG,unhealthy,1
dataset\healthy\0006_0077.JPG,healthy,0
dataset\healthy\0001_0126.JPG,healthy,0
dataset\healthy\0007_0221.JPG,healthy,0
dataset\healthy\0002_0045.JPG,healthy,0
dataset\unhealthy\0017_0120.JPG,unhealthy,1
dataset\healthy\0004_0145.JPG,healthy,0
dataset\unhealthy\0012_0167.JPG,unhealthy,1
dataset\healthy\0007_0031.JPG,healthy,0
dataset\healthy\0004_0069.JPG,healthy,0
dataset\unhealthy\0019_0089.JPG,unhealthy,1
dataset\healthy\0007_0012.JPG,healthy,0
dataset\unhealthy\0015_0051.JPG,unhealthy,1
dataset\unhealthy\0017_0199.JPG,unhealthy,1
dataset\healthy\0005_0101.JPG,healthy,0
dataset\healthy\0005_0036.JPG,healthy,0
dataset\unhealthy\0017_0194.JPG,unhealthy,1
dataset\unhealthy\0017_0095.JPG,unhealthy,1
dataset\unhealthy\0012_0215.JPG,unhealthy,1
dataset\healthy\0003_0061.JPG,healthy,0
dataset\healthy\0007_0313.JPG,healthy,0
dataset\healthy\0007_0205.JPG,healthy,0
dataset\unhealthy\0014_0243.JPG,unhealthy,1
dataset\healthy\0003_0172.JPG,healthy,0
dataset\healthy\0004_0054.JPG,healthy,0
dataset\healthy\0001_0150.JPG,healthy,0
dataset\unhealthy\0015_0046.JPG,unhealthy,1
dataset\unhealthy\0012_0029.JPG,unhealthy,1
dataset\healthy\0010_0024.JPG,healthy,0
dataset\unhealthy\0017_0177.JPG,unhealthy,1
dataset\healthy\0002_0044.JPG,healthy,0
dataset\healthy\0005_0278.JPG,healthy,0
dataset\unhealthy\0020_0235.JPG,unhealthy,1
dataset\unhealthy\0020_0212.JPG,unhealthy,1
dataset\healthy\0002_0193.JPG,healthy,0
dataset\healthy\0003_0047.JPG,healthy,0
dataset\unhealthy\0017_0153.JPG,unhealthy,1
dataset\healthy\0001_0145.JPG,healthy,0
dataset\healthy\0009_0035.JPG,healthy,0
dataset\unhealthy\0015_0094.JPG,unhealthy,1
dataset\unhealthy\0019_0224.JPG,unhealthy,1
dataset\unhealthy\0022_0026.JPG,unhealthy,1
dataset\healthy\0005_0159.JPG,healthy,0
dataset\healthy\0003_0015.JPG,healthy,0
dataset\healthy\0006_0072.JPG,healthy,0
dataset\unhealthy\0019_0201.JPG,unhealthy,1
dataset\unhealthy\0012_0218.JPG,unhealthy,1
dataset\unhealthy\0017_0266.JPG,unhealthy,1
dataset\unhealthy\0020_0226.JPG,unhealthy,1
dataset\unhealthy\0022_0079.JPG,unhealthy,1
dataset\healthy\0005_0210.JPG,healthy,0
dataset\healthy\0005_0263.JPG,healthy,0
dataset\healthy\0004_0058.JPG,healthy,0
dataset\healthy\0005_0180.JPG,healthy,0
dataset\healthy\0009_0130.JPG,healthy,0
dataset\unhealthy\0012_0007.JPG,unhealthy,1
dataset\unhealthy\0015_0141.JPG,unhealthy,1
dataset\healthy\0007_0283.JPG,healthy,0
dataset\unhealthy\0012_0019.JPG,unhealthy,1
dataset\unhealthy\0014_0175.JPG,unhealthy,1
dataset\healthy\0009_0275.JPG,healthy,0
dataset\unhealthy\0014_0081.JPG,unhealthy,1
dataset\healthy\0007_0316.JPG,healthy,0
dataset\unhealthy\0022_0032.JPG,unhealthy,1
dataset\healthy\0011_0094.JPG,healthy,0
dataset\healthy\0004_0238.JPG,healthy,0
dataset\unhealthy\0017_0052.JPG,unhealthy,1
dataset\unhealthy\0012_0258.JPG,unhealthy,1
dataset\healthy\0002_0169.JPG,healthy,0
dataset\healthy\0011_0072.JPG,healthy,0
dataset\healthy\0007_0156.JPG,healthy,0
dataset\unhealthy\0017_0206.JPG,unhealthy,1
dataset\healthy\0004_0031.JPG,healthy,0
dataset\healthy\0001_0157.JPG,healthy,0
dataset\unhealthy\0017_0203.JPG,unhealthy,1
dataset\healthy\0003_0046.JPG,healthy,0
dataset\unhealthy\0020_0155.JPG,unhealthy,1
dataset\unhealthy\0022_0118.JPG,unhealthy,1
dataset\healthy\0002_0016.JPG,healthy,0
dataset\unhealthy\0012_0153.JPG,unhealthy,1
dataset\unhealthy\0015_0080.JPG,unhealthy,1
dataset\healthy\0001_0007.JPG,healthy,0
dataset\unhealthy\0017_0197.JPG,unhealthy,1
